id,name,lang,new stars
17620347,dotnet/aspnetcore,C#,26
29078997,dotnet/roslyn,C#,5
16157746,dotnet/efcore,C#,7
28239455,dotnet/AspNetCore.Docs,C#,8
2584777,MahApps/MahApps.Metro,C#,2
46652227,IdentityServer/IdentityServer4,C#,10
23315232,mbdavid/LiteDB,C#,7
18586705,nopSolutions/nopCommerce,C#,13
54213490,xamarin/Xamarin.Forms,C#,4
14999623,jstedfast/MailKit,C#,2
203892454,kgrzybek/modular-monolith-with-ddd,C#,6
68730444,microsoft/BotBuilder-Samples,C#,4
210716005,dotnet/runtime,C#,10
56710511,xamarin/xamarin-macios,C#,3
2928944,Azure/azure-sdk-for-net,C#,0
219113096,k8gege/Ladon,C#,5
213460285,jasontaylordev/CleanArchitecture,C#,8
154637304,FastReports/FastReport,C#,5
184286875,actions/runner,C#,5
179496993,iamoldli/NetModular,C#,2
200403480,vivami/SauronEye,C#,4
30728046,m-ender/retina,C#,2
224060452,Unity-Technologies/ProjectTinySamples,C#,2
247042295,microsoft/Microsoft-Rocketbox,C#,42
250684236,kwsch/NHSE,C#,12
