id,name,lang,new stars
106017343,tailwindcss/tailwindcss,CSS,52
27574418,ryanoasis/nerd-fonts,CSS,15
32551735,primer/css,CSS,3
90786190,microsoft/TypeScript-Node-Starter,CSS,8
48320384,the-paperless-project/paperless,CSS,35
115875606,theme-next/hexo-theme-next,CSS,12
184093408,robb0wen/synthwave-vscode,CSS,1
47304932,prakhar1989/docker-curriculum,CSS,1
128623312,apachecn/hands-on-ml-zh,CSS,0
37411426,LearnOpenGL-CN/LearnOpenGL-CN,CSS,5
141703108,creativetimofficial/argon-design-system,CSS,1
78849211,amarofashion/react-credit-cards,CSS,11
212096660,hankchizljaw/modern-css-reset,CSS,0
87980425,udacity/course-collaboration-travel-plans,CSS,1
64254302,nielsenramon/chalk,CSS,1
88632325,kaeyleo/jekyll-theme-H2O,CSS,2
170895520,jerrykuku/luci-theme-argon,CSS,2
191508938,Siricee/hexo-theme-Chic,CSS,0
235658546,trustedsec/SysmonCommunityGuide,CSS,20
219789301,mut-ex/minimal-functional-fox,CSS,9
238259641,yqylh/-Reptile,CSS,17
137308006,bastienwirtz/homer,CSS,59
118868345,EliverLara/Ant-Dracula,CSS,3
135338492,codeuino/social-platform-donut-frontend,CSS,1
237053209,wuhan2020/wuhan2020.github.io,CSS,3
