id,name,full_name,language,new stars,description,forks_count,stargazers_count,avatar_url
50264296,bulma,jgthms/bulma,CSS,6,Modern CSS framework based on Flexbox,3946,49188,https://avatars.githubusercontent.com/u/1254808?u=1d9df343bac6f57e7bff85f0074aac2de34f5dcc&v=4
13099301,flag-icons,lipis/flag-icons,CSS,4,:flags: A curated collection of all country flags in SVG — plus the CSS for easier integration,1846,10613,https://avatars.githubusercontent.com/u/125676?u=ed6b72344fe5cb2195b3e213b2ee5be905bd2766&v=4
49767244,primeng,primefaces/primeng,CSS,10,The Most Complete Angular UI Component Library,4554,10253,https://avatars.githubusercontent.com/u/3494069?v=4
7517918,spring-petclinic,spring-projects/spring-petclinic,CSS,5,A sample Spring-based application,23610,7602,https://avatars.githubusercontent.com/u/317776?v=4
141040549,seeker,thewhiteh4t/seeker,CSS,3,Accurately Locate Smartphones using Social Engineering ,1670,6974,https://avatars.githubusercontent.com/u/36354846?u=99d06a9237c301569774dac1c70218d5c032773a&v=4
76666208,primereact,primefaces/primereact,CSS,6,The Most Complete React UI Component Library,1011,6679,https://avatars.githubusercontent.com/u/3494069?v=4
379916997,micro-app,micro-zoe/micro-app,CSS,2,"A simple, efficient and powerful micro front-end framework. 一款简约、高效、功能强大的微前端框架",563,5538,https://avatars.githubusercontent.com/u/86414403?v=4
283340971,transition.css,argyleink/transition.css,CSS,7,:octocat: Drop-in CSS transitions,127,1864,https://avatars.githubusercontent.com/u/1134620?u=0d420b597986af4eb82e5c84d3a16a31da8fd326&v=4
134455847,walletconnect-docs,WalletConnect/walletconnect-docs,CSS,10,WalletConnect Documentation,386,480,https://avatars.githubusercontent.com/u/37784886?v=4
295128524,hugo-theme-relearn,McShelby/hugo-theme-relearn,CSS,0,A theme for Hugo designed for documentation,180,385,https://avatars.githubusercontent.com/u/11670870?v=4
