id,name,lang,new stars
2561582,daneden/animate.css,CSS,16
24953448,google/material-design-icons,CSS,11
122692377,houshanren/hangzhou_house_knowledge,CSS,6
15585444,IanLunn/Hover,CSS,6
106017343,tailwindcss/tailwindcss,CSS,29
112235591,Hacker0x01/hacker101,CSS,5
53321815,picturepan2/spectre,CSS,3
48320384,the-paperless-project/paperless,CSS,0
126420325,getgridea/gridea,CSS,9
36554250,hackerkid/Mind-Expanding-Books,CSS,5
41443539,microsoft/vscode-docs,CSS,5
9990881,TryGhost/Casper,CSS,3
41847366,flutter/website,CSS,2
101626459,olOwOlo/hugo-theme-even,CSS,1
154415070,hiromis/notes,CSS,2
201754096,v2ss/shadowrocket,CSS,13
201393827,abc-club/js-paradise,CSS,2
68755427,pages-themes/cayman,CSS,0
185054859,eddiesigner/liebling,CSS,2
169034587,CokeMine/ServerStatus-Hotaru,CSS,6
224109382,ElderJames/ant-design-blazor,CSS,12
216236917,bjmashibing/InternetArchitect,CSS,0
242622526,rmountjoy92/DashMachine,CSS,14
247437636,BustByte/coronastatus.no,CSS,0
247485950,moroccanprogrammers/moroccovid-19,HTML,1
