id,name,lang,new stars
17620347,dotnet/aspnetcore,C#,27
16157746,dotnet/efcore,C#,3
12201538,aspnetboilerplate/aspnetboilerplate,C#,3
28239455,dotnet/AspNetCore.Docs,C#,6
62256097,ThreeMammals/Ocelot,C#,4
17369361,jbogard/MediatR,C#,5
54213490,xamarin/Xamarin.Forms,C#,4
17748183,StackExchange/StackExchange.Redis,C#,6
743436,egametang/ET,C#,6
68730444,microsoft/BotBuilder-Samples,C#,3
142480903,microsoft/microsoft-ui-xaml,C#,33
23550423,Jays2Kings/DS4Windows,C#,1
45907227,topameng/tolua,C#,1
210716005,dotnet/runtime,C#,27
23891194,Azure/azure-powershell,C#,2
2928944,Azure/azure-sdk-for-net,C#,1
85242321,chkr1011/MQTTnet,C#,5
36946704,dotnet/roslyn-analyzers,C#,1
184286875,actions/runner,C#,3
63984307,dotnet/sdk,C#,6
187499284,Cysharp/UniTask,C#,3
189675276,enkodellc/blazorboilerplate,C#,2
156260788,Azure/azure-cosmos-dotnet-v3,C#,0
201188122,rocksdanister/lively,C#,6
213070649,Altenhh/tau,C#,4
