id,name,lang,new stars
2561582,daneden/animate.css,CSS,41
24953448,google/material-design-icons,CSS,8
50264296,jgthms/bulma,CSS,21
28167802,Tencent/weui,CSS,5
106017343,tailwindcss/tailwindcss,CSS,41
72815138,Tencent/weui-wxss,CSS,5
3327382,Automattic/_s,CSS,1
115875606,theme-next/hexo-theme-next,CSS,5
8711354,tabulapdf/tabula,CSS,1
13655592,readthedocs/sphinx_rtd_theme,CSS,2
41443539,microsoft/vscode-docs,CSS,13
64450725,sharu725/online-cv,CSS,3
229293658,creativetimofficial/tailwind-starter-kit,CSS,6
212096660,hankchizljaw/modern-css-reset,CSS,4
47882383,godotengine/godot-docs,CSS,2
54111104,matcornic/hugo-theme-learn,CSS,3
142394932,BNDong/Cnblogs-Theme-SimpleMemory,CSS,6
253505956,cruip/open-react-template,CSS,105
185054859,eddiesigner/liebling,CSS,2
200270264,tailwindcss/designing-with-tailwindcss,CSS,2
200158234,dillonzq/LoveIt,CSS,2
75871112,bchiang7/bchiang7.github.io,CSS,1
253666739,dortania/OpenCore-Desktop-Guide,CSS,12
248356318,splunk/rwi_executive_dashboard,CSS,1
163613986,dortania/vanilla-laptop-guide,CSS,2
