id,name,full_name,language,new stars,description,forks_count,stargazers_count,avatar_url
8681349,huginn,huginn/huginn,Ruby,16,Create agents that monitor and act on your behalf.  Your agents are standing by!,3770,43431,https://avatars.githubusercontent.com/u/23225142?v=4
7569578,discourse,discourse/discourse,Ruby,10,"A platform for community discussion. Free, open, simple.",8318,42245,https://avatars.githubusercontent.com/u/3220138?v=4
53238813,brew,Homebrew/brew,Ruby,15,🍺 The missing package manager for macOS (or Linux),9713,41301,https://avatars.githubusercontent.com/u/1503512?v=4
2293158,metasploit-framework,rapid7/metasploit-framework,Ruby,4,Metasploit Framework,13968,34121,https://avatars.githubusercontent.com/u/1013671?v=4
737898780,maybe,maybe-finance/maybe,Ruby,331,The OS for your personal finances,2416,33323,https://avatars.githubusercontent.com/u/80786585?v=4
481872,vagrant,hashicorp/vagrant,Ruby,2,Vagrant is a tool for building and distributing development environments.,4435,26279,https://avatars.githubusercontent.com/u/761456?v=4
3623050,homebrew-cask,Homebrew/homebrew-cask,Ruby,2,🍻 A CLI workflow for the administration of macOS applications distributed as binaries,10715,20929,https://avatars.githubusercontent.com/u/1503512?v=4
1157388,tmuxinator,tmuxinator/tmuxinator,Ruby,4,Manage complex tmux sessions easily,630,12739,https://avatars.githubusercontent.com/u/6574276?v=4
4095287,rubocop,rubocop/rubocop,Ruby,2,"A Ruby static code analyzer and formatter, based on the community Ruby style guide.",3064,12642,https://avatars.githubusercontent.com/u/10871348?v=4
586265895,kamal,basecamp/kamal,Ruby,12,Deploy web apps anywhere.,457,11447,https://avatars.githubusercontent.com/u/13131?v=4
6899875,openproject,opf/openproject,Ruby,7,OpenProject is the leading open source project management software.,2351,9395,https://avatars.githubusercontent.com/u/1756674?v=4
2441517,puma,puma/puma,Ruby,1,A Ruby/Rack web server built for parallelism,1433,7694,https://avatars.githubusercontent.com/u/1264292?v=4
910744,puppet,puppetlabs/puppet,Ruby,1,Server automation framework and application,2195,7438,https://avatars.githubusercontent.com/u/234268?v=4
211588,paper_trail,paper-trail-gem/paper_trail,Ruby,1,Track changes to your rails models,896,6784,https://avatars.githubusercontent.com/u/38986600?v=4
9906653,chartkick,ankane/chartkick,Ruby,1,Create beautiful JavaScript charts with one line of Ruby,570,6354,https://avatars.githubusercontent.com/u/220358?u=ba13f3240d7992dc4124a33a4fc65bf4924e5375&v=4
16994115,cancancan,CanCanCommunity/cancancan,Ruby,2,The authorization Gem for Ruby on Rails.,639,5590,https://avatars.githubusercontent.com/u/6765080?v=4
2802565,doorkeeper,doorkeeper-gem/doorkeeper,Ruby,1,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,1068,5336,https://avatars.githubusercontent.com/u/7275750?v=4
93163073,dependabot-core,dependabot/dependabot-core,Ruby,4,🤖 Dependabot's core logic for creating update PRs.,1018,4702,https://avatars.githubusercontent.com/u/27347476?v=4
2981455,gemoji,github/gemoji,Ruby,1,Emoji images and names.,784,4407,https://avatars.githubusercontent.com/u/9919?v=4
11426474,choosealicense.com,github/choosealicense.com,Ruby,1,A site to provide non-judgmental guidance on choosing a license for your open source project,1337,3691,https://avatars.githubusercontent.com/u/9919?v=4
