id,name,full_name,language,new stars,description,forks_count,stargazers_count,avatar_url
2126244,bootstrap,twbs/bootstrap,JavaScript,216,"The most popular HTML, CSS, and JavaScript framework for developing responsive, mobile first projects on the web.",76646,157190,https://avatars.githubusercontent.com/u/2918581?v=4
29028775,react-native,facebook/react-native,JavaScript,238,A framework for building native applications using React,22075,102667,https://avatars.githubusercontent.com/u/69631?v=4
106017343,tailwindcss,tailwindlabs/tailwindcss,JavaScript,508,A utility-first CSS framework for rapid UI development.,2820,56733,https://avatars.githubusercontent.com/u/67109815?v=4
311525798,Web-Dev-For-Beginners,microsoft/Web-Dev-For-Beginners,JavaScript,2880,"24 Lessons, 12 Weeks, Get Started as a Web Developer",7069,49299,https://avatars.githubusercontent.com/u/6154722?v=4
67508428,drawio,jgraph/drawio,JavaScript,152,Source to app.diagrams.net,5964,29189,https://avatars.githubusercontent.com/u/1769238?v=4
37958358,tesseract.js,naptha/tesseract.js,JavaScript,849,Pure Javascript OCR for more than 100 Languages 📖🎉🖥,1810,26786,https://avatars.githubusercontent.com/u/7720173?v=4
15308499,Sortable,SortableJS/Sortable,JavaScript,60,Reorderable drag-and-drop lists for modern browsers and touch devices. No jQuery or framework required.,3479,24817,https://avatars.githubusercontent.com/u/17040762?v=4
17372733,OpenAPI-Specification,OAI/OpenAPI-Specification,JavaScript,56,The OpenAPI Specification Repository,8273,23687,https://avatars.githubusercontent.com/u/16343502?v=4
59239347,portainer,portainer/portainer,JavaScript,118,Making Docker and Kubernetes management easy.,1953,21697,https://avatars.githubusercontent.com/u/22225832?v=4
180190854,appwrite,appwrite/appwrite,JavaScript,294,"Secure Backend Server for Web, Mobile & Flutter Developers 🚀 AKA the 100% open-source Firebase alternative.",1682,21548,https://avatars.githubusercontent.com/u/25003669?v=4
306977633,AI-Expert-Roadmap,AMAI-GmbH/AI-Expert-Roadmap,JavaScript,570,Roadmap to becoming an Artificial Intelligence Expert in 2022,1763,19783,https://avatars.githubusercontent.com/u/54247845?v=4
62104779,Vue.Draggable,SortableJS/Vue.Draggable,JavaScript,55,Vue drag-and-drop component based on Sortable.js,2675,17290,https://avatars.githubusercontent.com/u/17040762?v=4
116392709,nginxconfig.io,digitalocean/nginxconfig.io,JavaScript,690,⚙️ NGINX config generator on steroids 💉,1231,16988,https://avatars.githubusercontent.com/u/4650108?v=4
92111509,trilium,zadam/trilium,JavaScript,177,Build your personal knowledge base with Trilium Notes,1010,15951,https://avatars.githubusercontent.com/u/617641?v=4
9603889,NodeBB,NodeBB/NodeBB,JavaScript,58,Node.js based forum software built for the modern web,2541,12621,https://avatars.githubusercontent.com/u/4449608?v=4
57974334,DPlayer,DIYgod/DPlayer,JavaScript,41,":lollipop: Wow, such a lovely HTML5 danmaku video player",2182,12681,https://avatars.githubusercontent.com/u/8266075?u=9de49c9b3eaf4db02e685458cb64b64c172034bf&v=4
280363952,umami,mikecao/umami,JavaScript,249,"Umami is a simple, fast, privacy-focused alternative to Google Analytics.",1531,11044,https://avatars.githubusercontent.com/u/477975?v=4
72343657,lossless-cut,mifi/lossless-cut,JavaScript,593,The swiss army knife of lossless video/audio editing,677,10817,https://avatars.githubusercontent.com/u/402547?u=8f7d479bde7f334cc92dfb13295978093a816602&v=4
90218953,junior-recruit-scheduler,jojoldu/junior-recruit-scheduler,JavaScript,100,주니어 개발자 채용 정보,1444,8054,https://avatars.githubusercontent.com/u/7760496?u=d81f0fd4d9f49d226b16955b0b0dd0f819514f04&v=4
189649243,react-fundamentals,kentcdodds/react-fundamentals,JavaScript,62,Material for my React Fundamentals Workshop,2237,3836,https://avatars.githubusercontent.com/u/1500684?u=f35a28c4eead6ba9636a8ff5858f6977d8593c43&v=4
48266773,OSINT-Framework,lockfale/OSINT-Framework,JavaScript,46,OSINT Framework,838,3953,https://avatars.githubusercontent.com/u/871266?v=4
5304488,json-formatter,callumlocke/json-formatter,JavaScript,24,Makes JSON/JSONP easy to read.,708,2926,https://avatars.githubusercontent.com/u/250617?u=8a7169dc6f646ad914865c5f93cbbafe2df9a6d0&v=4
5296705,potree,potree/potree,JavaScript,46,WebGL point cloud viewer for large datasets,865,3004,https://avatars.githubusercontent.com/u/2094934?u=fc6e6f002c8dd8ced68d750ccde85b91b9b6c5ba&v=4
38255391,cloudsploit,aquasecurity/cloudsploit,JavaScript,136,Cloud Security Posture Management (CSPM),488,2158,https://avatars.githubusercontent.com/u/12783832?v=4
480480380,GitHubGraduation-2022,education/GitHubGraduation-2022,JavaScript,297,"Join the GitHub Graduation Yearbook and ""walk the stage"" on June 11.",4439,761,https://avatars.githubusercontent.com/u/6667880?v=4
