id,name,lang,new stars
246335987,ventoy/Ventoy,C,124
102578345,coolsnowwolf/lede,C,16
80286288,arendst/Tasmota,C,24
15337142,micropython/micropython,C,3
105627846,reactos/reactos,C,10
45821540,openwrt/openwrt,C,2
40217904,swaywm/sway,C,7
9524997,glfw/glfw,C,3
437011,openzfs/zfs,C,4
211381291,ExistentialAudio/BlackHole,C,15
68291988,miloyip/json-tutorial,C,8
254327261,sandboxie-plus/Sandboxie,C,11
40504480,mit-pdos/xv6-public,C,2
130578889,pymumu/smartdns,C,11
59676171,KevinOConnor/klipper,C,18
108568638,hanwckf/rt-n56u,C,2
22542684,albfan/miraclecast,C,2
6860771,hathach/tinyusb,C,4
240011145,Lienol/openwrt,C,3
257113637,jdah/minecraft-weekend,C,6
330008801,libsdl-org/SDL,C,5
350557349,PlummersSoftwareLLC/Primes,C,10
385642020,GPUOpen-Effects/FidelityFX-FSR,C,14
62519414,bjornbytes/lovr,C,24
247875738,zeldaret/oot,C,10
