id,name,lang,new stars
22067521,ocornut/imgui,C++,22
74627617,commaai/openpilot,C++,269
1116542,aria2/aria2,C++,73
116167731,yuzu-emu/yuzu,C++,287
196813750,Light-City/CPlusPlusThings,C++,26
32969220,esp8266/Arduino,C++,3
3351871,qbittorrent/qBittorrent,C++,7
1217614,xbmc/xbmc,C++,7
14981376,dogecoin/dogecoin,C++,56
192025001,Qv2ray/Qv2ray,C++,16
6520784,RPCS3/rpcs3,C++,166
1204412,TrinityCore/TrinityCore,C++,38
106558568,doitsujin/dxvk,C++,8
76990209,Aircoookie/WLED,C++,6
6486826,hrydgard/ppsspp,C++,1
4454793,musescore/MuseScore,C++,3
2168780,minetest/minetest,C++,2
186847792,GTAmodding/re3,C++,6
89067146,ethereum-mining/ethminer,C++,4
88327406,xmrig/xmrig,C++,5
6083843,progschj/ThreadPool,C++,7
64987779,Alinshans/MyTinySTL,C++,6
319991441,FlaxEngine/FlaxEngine,C++,182
178545630,No-Github/1earn,C++,119
393650279,peng-zhihui/Ctrl-FOC-Lite,C++,7
