id,name,lang,new stars
63476337,TheAlgorithms/Python,Python,61
21289110,vinta/awesome-python,Python,51
1039520,ytdl-org/youtube-dl,Python,38
32689863,3b1b/manim,Python,105
83119431,apachecn/AiLearning,Python,12
220809393,willmcgugan/rich,Python,74
101138315,d2l-ai/d2l-zh,Python,19
130474497,eriklindernoren/PyTorch-GAN,Python,8
197153676,Chia-Network/chia-blockchain,Python,57
14531737,bitcoin/bips,Python,3
265122478,ManimCommunity/manim,Python,119
196613241,edeng23/binance-trade-bot,Python,9
216525919,biancangming/wtv,Python,27
355959597,willmcgugan/textual,Python,649
347502287,kingoflolz/mesh-transformer-jax,Python,79
190823163,Datalux/Osintgram,Python,14
36803364,shuup/shuup,Python,5
118317539,freqtrade/freqtrade-strategies,Python,1
319302752,whittlem/pycryptobot,Python,3
338021836,breakdowns/slam-tg-mirror-bot,Python,6
393648905,daspartho/SpotiByeAds,Python,14
359779411,uzh-rpg/rpg_timelens,Python,42
386017669,iterativv/NostalgiaForInfinity,Python,45
392944894,PeterWang512/GANSketching,Python,42
375622028,Sakati84/3DPrintColorizer,Python,6
