id,name,lang,new stars
63477660,TheAlgorithms/Java,Java,16
7613257,SeleniumHQ/selenium,Java,12
49662222,oracle/graal,Java,13
1911523,eclipse-vertx/vert.x,Java,9
6207167,mockito/mockito,Java,3
3766706,iBotPeaches/Apktool,Java,6
8759133,Netflix/zuul,Java,9
36817565,zaproxy/zaproxy,Java,2
38415498,careercup/CtCI-6th-Edition,Java,11
867564,robolectric/robolectric,Java,3
206317,apache/camel,Java,4
97580115,natario1/CameraView,Java,5
81226206,intuit/karate,Java,8
147979549,react-native-community/react-native-webview,Java,5
156317154,theonedev/onedev,Java,105
68240213,fossasia/susi_server,Java,6
206483,apache/maven,Java,3
143472124,jbloch/effective-java-3e-source-code,Java,4
120463532,alibaba/COLA,Java,32
80899820,RodneyShag/HackerRank_solutions,Java,2
163699938,bephrem1/backtobackswe,Java,14
206873260,android/user-interface-samples,Java,3
43719677,castorini/anserini,Java,3
173807249,mc1arke/sonarqube-community-branch-plugin,Java,1
233835182,IOActive/AOSP-DownloadProviderDbDumperSQLiWhere,Java,1
