id,name,lang,new stars
5108051,opencv/opencv,C++,25
108110,mongodb/mongo,C++,4
116167731,yuzu-emu/yuzu,C++,35
31522041,vnpy/vnpy,C++,8
34777562,ossrs/srs,C++,11
74660642,taichi-dev/taichi,C++,16
1062572,catchorg/Catch2,C++,4
149111813,Tencent/MMKV,C++,7
26038648,gabime/spdlog,C++,8
192025001,Qv2ray/Qv2ray,C++,19
102692863,onnx/onnx,C++,4
6520784,RPCS3/rpcs3,C++,105
1204412,TrinityCore/TrinityCore,C++,6
6083843,progschj/ThreadPool,C++,5
184657328,NVIDIA/TensorRT,C++,5
189205663,qinguoyi/TinyWebServer,C++,10
319991441,FlaxEngine/FlaxEngine,C++,16
244694174,project-chip/connectedhomeip,C++,9
178613040,Neargye/magic_enum,C++,7
178545630,No-Github/1earn,C++,29
283280154,jomjol/AI-on-the-edge-device,C++,6
256913495,osrf/gazebo,C++,5
382946977,fholger/openvr_fsr,C++,70
393650279,peng-zhihui/Ctrl-FOC-Lite,C++,3
381285427,pmem/kvdk,C++,3
